ID,Framework,LotDescription,SupplierName,CustomerName,ReturnMonth,ProjectNameAndDescription,EvidencedSpend,Sector,SMEorLarge
12091,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,5592.9,Central Government,SME
12092,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,7457.2,Central Government,SME
12093,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,7457.2,Central Government,SME
12094,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,7457.2,Central Government,SME
12095,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,4048.2,Central Government,SME
12096,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,11718.4,Central Government,SME
12097,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,11175.84,Central Government,SME
12098,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,15383.16,Central Government,SME
12099,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,9587.76,Central Government,SME
12100,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,6818,Central Government,SME
12101,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Design and Development,15979.5,Central Government,SME
12102,G-Cloud,4,Parity Group PLC,Public Health England,2014-05-01,SCS/Design and Development,8888,Central Government,SME
12103,G-Cloud,4,Parity Group PLC,Department For Business Innovation And Skills,2014-05-01,SCS/Design Authority,10500,Central Government,SME
12104,G-Cloud,4,Parity Group PLC,Department For Business Innovation And Skills,2014-05-01,SCS/Project / Programme Management,375,Central Government,SME
12105,G-Cloud,4,Parity Group PLC,Department For Business Innovation And Skills,2014-05-01,SCS/Project / Programme Management,6485.4,Central Government,SME
12106,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,10600,Central Government,SME
12107,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,11400,Central Government,SME
12108,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,10148,Central Government,SME
12109,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,2870,Central Government,SME
12110,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,3640,Central Government,SME
12111,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,2050,Central Government,SME
12112,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,13087.2,Central Government,SME
12113,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,8828.625,Central Government,SME
12114,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,7457.2,Central Government,SME
12115,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,7968.43,Central Government,SME
12116,G-Cloud,4,Parity Group PLC,Public Health England,2014-05-01,SCS/Project / Programme Management,6935,Central Government,SME
12117,G-Cloud,4,Parity Group PLC,Department For Business Innovation And Skills,2014-05-01,SCS/Project / Programme Management,7125,Central Government,SME
12118,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,10000,Central Government,SME
12119,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,10815,Central Government,SME
12120,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,3400,Central Government,SME
12121,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,8460,Central Government,SME
12122,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,2970,Central Government,SME
12123,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,5985.42,Central Government,SME
12124,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,4956.84,Central Government,SME
12125,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,15148.57,Central Government,SME
12126,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,7084.28,Central Government,SME
12127,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,11718.4,Central Government,SME
12128,G-Cloud,4,Parity Group PLC,Human Fertilisation and Embryology Authority,2014-05-01,SCS/Project / Programme Management,6857.2,Central Government,SME
12129,G-Cloud,4,Parity Group PLC,Department For Business Innovation And Skills,2014-05-01,SCS/Project / Programme Management,2812.5,Central Government,SME
12130,G-Cloud,4,Parity Group PLC,Defence Infrastructure Organisation DIO,2014-05-01,SCS/Project / Programme Management,10947.4,Central Government,SME
12131,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,3400,Central Government,SME
12132,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,8872.5,Central Government,SME
12133,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,2050,Central Government,SME
12134,G-Cloud,4,Parity Group PLC,Cabinet Office,2014-05-01,SCS/Project / Programme Management,9200,Central Government,SME
12135,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,4980.25,Central Government,SME
12136,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,5992.35,Central Government,SME
12137,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,9798.195,Central Government,SME
12138,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project / Programme Management,8906.06,Central Government,SME
12139,G-Cloud,4,Parity Group PLC,Human Fertilisation and Embryology Authority,2014-05-01,SCS/Project / Programme Management,9600.08,Central Government,SME
12140,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project Specification and Selection,8428.66,Central Government,SME
12141,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Project Specification and Selection,4942.96,Central Government,SME
12142,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Service Management,10653,Central Government,SME
12143,G-Cloud,4,Savvis UK Limited,Ministry of Justice,2014-05-01,SCS/Service Management. Secure Hosting and GSI access to the Public Protection Unit Database (PPUD) Case Management System to the MoJ National Offender Management Service Parole Board and other MoJ affiliated bodies as may be determined by the custo,1757,Central Government,Large
12144,G-Cloud,4,Savvis UK Limited,Ministry of Justice,2014-05-01,SCS/Service Management. Secure Hosting and GSI access to the Public Protection Unit Database (PPUD) Case Management System to the MoJ National Offender Management Service Parole Board and other MoJ affiliated bodies as may be determined by the custo,1757,Central Government,Large
12145,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Strategy and Implementation Services,6264,Central Government,SME
12146,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Strategy and Implementation Services,5220,Central Government,SME
12147,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/Transition Management,5908.26,Central Government,SME
12148,G-Cloud,4,Parity Group PLC,Office for National Statistics,2014-05-01,SCS/User Management,3379.68,Central Government,SME
12149,G-Cloud,4,Methods Consulting Ltd,Ministry of Justice,2014-05-01,SDT 1 - Document Review (medium project - data migration scripts and sign-off) - COMPLETE,2475,Central Government,SME
12150,G-Cloud,4,Methods Consulting Ltd,Ministry of Justice,2014-05-01,SDT 1 Workshop and 9 days of ad hoc activity - COMPLETE,7875,Central Government,SME
12151,G-Cloud,4,Methods Consulting Ltd,Ministry of Justice,2014-05-01,SDT1 - Technical Evaluation Report status reporting throughout project - COMPLETE,3520,Central Government,SME
12152,G-Cloud,4,Methods Consulting Ltd,Ministry of Justice,2014-05-01,SDTT 0.33 Workshop - 1 Test meeting per month- COMPLETE,2625,Central Government,SME
12153,G-Cloud,4,Methods Consulting Ltd,Ministry of Justice,2014-05-01,SDTT 0.33 Workshop - 2 Technical checkpoint meetings per month - COMPLETE,1785,Central Government,SME
12154,G-Cloud,4,Extended Content Solutions Ltd,National Health Service,2014-05-01,Search Services,12480,Health,SME
12155,G-Cloud,4,Method4 Limited,National Assembly for Wales,2014-05-01,Second phase of bespoke design,11700,Devolved Administrations,SME
12156,G-Cloud,4,Steria Ltd,Home Office,2014-05-01,Secure Data Networking professional services,33531.33,Central Government,Large
12157,G-Cloud,4,SA Capabilities Limited,Navy Command,2014-05-01,Security,22925,Central Government,SME
12158,G-Cloud,4,SA Capabilities Limited,Navy Command,2014-05-01,Security,11400,Central Government,SME
12159,G-Cloud,4,SA Capabilities Limited,Navy Command,2014-05-01,Security,22925,Central Government,SME
12160,G-Cloud,4,Harvey Nash Plc,Open University,2014-05-01,Senior Developer,5911.08,Education,Large
12161,G-Cloud,4,Harvey Nash Plc,Open University,2014-05-01,Senior Developer,0,Education,Large
12162,G-Cloud,4,eSynergy Solutions Limited,Cabinet Office,2014-05-01,Senior PMO,4200,Central Government,SME
12163,G-Cloud,4,Harvey Nash Plc,Open University,2014-05-01,Senior Software Engineer,0,Education,Large
12164,G-Cloud,4,Steria Ltd,Home Office,2014-05-01,Service Charge – April/May 2014,3023.24,Central Government,Large
12165,G-Cloud,4,Steria Ltd,Home Office,2014-05-01,Service Charge - March 2014,1540,Central Government,Large
12166,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Service Delivery Manager (RC),2000,Central Government,SME
12167,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Service Delivery Manager (RC),2000,Central Government,SME
12168,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Service Delivery Manager (RC),1600,Central Government,SME
12169,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Service Delivery Manager (RC),2000,Central Government,SME
12170,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Service Delivery Manager (RC),1600,Central Government,SME
12171,G-Cloud,4,BJSS LTD,Foreign And Commonwealth Office,2014-05-01,Service Desk Support - May,23864.7,Central Government,Large
12172,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2014-05-01,Service Management,2165.8,Central Government,Large
12173,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2014-05-01,Service Management,2588.5602,Central Government,Large
12174,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2014-05-01,Service Management,16108.8499,Central Government,Large
12175,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2014-05-01,Service Management,2729.22,Central Government,Large
12176,G-Cloud,4,LA International Computer Consultants Ltd,Sussex Partnership NHS Foundation Trust,2014-05-01,Service Management,1931.6,Health,Large
12177,G-Cloud,4,LA International Computer Consultants Ltd,Sussex Partnership NHS Foundation Trust,2014-05-01,Service Management,2019.4,Health,Large
12178,G-Cloud,4,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-05-01,Service Management,1125,Central Government,Large
12179,G-Cloud,4,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-05-01,Service Management,750,Central Government,Large
12180,G-Cloud,4,SCC (Specialist Computer Centre),Department for Education,2014-05-01,Service Management,25950,Central Government,Large
12181,G-Cloud,4,Methods Consulting Ltd,Home Office,2014-05-01,Service Management - Service Operations - Incident & Problem Management Security Operations and Release Management Service - February and March 2014,55948,Central Government,SME
12182,G-Cloud,4,Methods Consulting Ltd,Home Office,2014-05-01,Service Management - Service Operations - Incident & Problem Management Security Operations and Release Management Service - February and March 2014 - Credit Note for SIN005010 - Incorrect Rate,-56676,Central Government,SME
12183,G-Cloud,4,Methods Consulting Ltd,Home Office,2014-05-01,Service Management - Service Performance - E-Gates and End-User Service - February and March 2014,19000,Central Government,SME
12184,G-Cloud,4,Methods Consulting Ltd,Home Office,2014-05-01,Service Management - Service Performance - E-Gates and End-User Service - February and March 2014 - Credit Note for SIN005009 - Incorrect Rate,-21395,Central Government,SME
12185,G-Cloud,4,Alpine Resourcing Limited,Home Office,2014-05-01,Service Management. Ensure/Advise. Level 5,14074.06,Central Government,SME
12186,G-Cloud,4,Alpine Resourcing Limited,Home Office,2014-05-01,Service Management. Initiate/Influence. Level 6,14350,Central Government,SME
12187,G-Cloud,4,Ernst & Young LLP,Ministry of Justice,2014-05-01,Services outlined in COS Statement of Service_Requirements_Version 1 0 clean.doc,101620,Central Government,Large
12188,G-Cloud,4,Alpine Resourcing Limited,Home Office,2014-05-01,Services to outline application lifecycle across Home Office,14080,Central Government,SME
12189,G-Cloud,4,I2N LTD,Ministry of Justice,2014-05-01,SFIA Consultancy,8960,Central Government,SME
12190,G-Cloud,4,I2N LTD,Ministry of Justice,2014-05-01,SFIA Consultancy,165270,Central Government,SME
12191,G-Cloud,4,SFW Ltd,Department Of Energy And Climate Change,2014-05-01,SFW Agile Development Services,50940.72,Central Government,SME
12192,G-Cloud,4,SFW Ltd,Heritage Lottery Fund,2014-05-01,SFW Agile Development Services,14821.6666,Central Government,SME
12193,G-Cloud,4,SFW Ltd,House of Commons,2014-05-01,SFW Agile Development Services,68895,Central Government,SME
12194,G-Cloud,4,SFW Ltd,Homes and Communities Agency,2014-05-01,SFW Agile Development Services,10170,Central Government,SME
12195,G-Cloud,4,SFW Ltd,Homes and Communities Agency,2014-05-01,SFW Agile Development Services,8803.3,Central Government,SME
12196,G-Cloud,4,SFW Ltd,Homes and Communities Agency,2014-05-01,SFW Agile Development Services,11947.5,Central Government,SME
12197,G-Cloud,4,Deltascheme Ltd,Department for Environment Food And Rural Affairs,2014-05-01,SharePoint 2013 Pilot,0,Central Government,SME
12198,G-Cloud,4,Deltascheme Ltd,Vehicle Certification Agency,2014-05-01,SharePoint 2013 Pilot,0,Central Government,SME
12199,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Sharepoint Consultant (LA),2500,Central Government,SME
12200,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Sharepoint Consultant (LA),1000,Central Government,SME
12201,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Sharepoint Consultant (LA),2000,Central Government,SME
12202,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Sharepoint Consultant (LA),2500,Central Government,SME
12203,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Sharepoint Consultant (LA),2000,Central Government,SME
12204,G-Cloud,4,Methods Consulting Ltd,London Borough of Hounslow Council,2014-05-01,Consultant: 01/01/2014 - 31/01/2014,-1500,Local Government,SME
12205,G-Cloud,4,Methods Consulting Ltd,London Borough of Hounslow Council,2014-05-01,Consultant: 01/12/2013 - 20/12/2013,6000,Local Government,SME
12206,G-Cloud,4,Visionist,Department For Business Innovation And Skills,2014-05-01,SIAM Planning,8955,Central Government,SME
12207,G-Cloud,4,Actica Consulting Ltd,Department for Education,2014-05-01,SIAM Requirement,7200,Central Government,SME
12208,G-Cloud,4,Actica Consulting Ltd,Department for Education,2014-05-01,SIAM Requirement,17250,Central Government,SME
12209,G-Cloud,4,Actica Consulting Ltd,Department for Education,2014-05-01,SIAM Requirement,6750,Central Government,SME
12210,G-Cloud,4,Methods Consulting Ltd,London Borough of Hounslow Council,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,-5700,Local Government,SME
12211,G-Cloud,4,Methods Consulting Ltd,London Borough of Hounslow Council,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,7125,Local Government,SME
12212,G-Cloud,4,Methods Consulting Ltd,London Borough of Hounslow Council,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,5700,Local Government,SME
12213,G-Cloud,4,Blackthorn Technologies Ltd,Medicines and Healthcare Products Regulatory Agency,2014-05-01,Skills Audit,5767.5,Health,SME
12214,G-Cloud,4,Blackthorn Technologies Ltd,Medicines and Healthcare Products Regulatory Agency,2014-05-01,Skills Audit,9547.5,Health,SME
12215,G-Cloud,4,M4 Managed Services International Limited,Driver and Vehicle Licensing Agency,2014-05-01,Software Engineering,14000,Central Government,SME
12216,G-Cloud,4,Surevine Ltd,Cabinet Office,2014-05-01,Software Engineering for CISP,97967.35,Central Government,SME
12217,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (LR),2125,Central Government,SME
12218,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (LR),2125,Central Government,SME
12219,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (LR),1700,Central Government,SME
12220,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (LR),2125,Central Government,SME
12221,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (PJ),2000,Central Government,SME
12222,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (PJ),2500,Central Government,SME
12223,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (PJ),2500,Central Government,SME
12224,G-Cloud,4,Russam GMS Ltd,Department for Education,2014-05-01,Solutions Architect (PJ),2500,Central Government,SME
12225,G-Cloud,4,eSynergy Solutions Limited,Cabinet Office,2014-05-01,Solutions architecture,7000,Central Government,SME
12226,G-Cloud,4,MEDLEY BUSINESS SOLUTIONS LTD,Home Office,2014-05-01,Specification and procurement support,60192,Central Government,SME
12227,G-Cloud,4,MEDLEY BUSINESS SOLUTIONS LTD,Home Office,2014-05-01,Specification and procurement support,41528,Central Government,SME
12228,G-Cloud,4,BJSS LTD,Health and Social Care Information Centre,2014-05-01,Spine - 15% of Jan-Mar totals,142107.91,Health,Large
12229,G-Cloud,4,Methods Consulting Ltd,Office for National Statistics,2014-05-01,Consultant: 23/04/2014 - 30/04/2014,2135.28,Central Government,SME
12230,G-Cloud,4,Methods Consulting Ltd,Office for National Statistics,2014-05-01,Consultant: 01/03/2014 - 31/03/2014,2573.25,Central Government,SME
12231,G-Cloud,4,Methods Consulting Ltd,Office for National Statistics,2014-05-01,Consultant: 31/03/2014 - 31/03/2014,2058.6,Central Government,SME
12232,G-Cloud,4,MEDLEY BUSINESS SOLUTIONS LTD,Office for National Statistics,2014-05-01,Strategy and architecture,7524,Central Government,SME
12233,G-Cloud,4,IT Works Recruitment Ltd,Highways Agency,2014-05-01,Consultant consultancy services week ending 18/05/2014,1305,Central Government,SME
12234,G-Cloud,4,IT Works Recruitment Ltd,Highways Agency,2014-05-01,Consultant consultancy services week ending 25/05/2014,1740,Central Government,SME
12235,G-Cloud,4,4C Strategies Ltd,University of Westminster,2014-05-01,Student Network Services,3375,Education,SME
12236,G-Cloud,4,Methods Consulting Ltd,Skills Funding Agency,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,11000,Central Government,SME
12237,G-Cloud,4,Methods Consulting Ltd,Office for National Statistics,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,7679.8,Central Government,SME
12238,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2014-05-01,Supplementary service for Proc 10-13-Asset Plus,1531.89,Central Government,SME
12239,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2014-05-01,Supplementary service for Proc 10-13-Asset Plus,7446.8,Central Government,SME
12240,G-Cloud,4,InProc Ltd,Bristol City Council,2014-05-01,Supplier Relationship Management,17673,Local Government,SME
12241,G-Cloud,4,Acuity Business Solutions,Skills Funding Agency,2014-05-01,Supply Chain Transformation Communications Service,35700,Central Government,SME
12242,G-Cloud,4,Methods Consulting Ltd,Monitor,2014-05-01,Support and Maintenance Year 1 (Quarter 1),13752.25,Central Government,SME
12243,G-Cloud,4,New Bamboo Web Development,Cabinet Office,2014-05-01,Support Hours,4375,Central Government,SME
12244,G-Cloud,4,Kainos Software Ltd,Welsh Government,2014-05-01,Support Services,2253,Devolved Administrations,Large
12245,G-Cloud,4,Free Rein,Cabinet Office,2014-05-01,Support work for Events Finder May 2014,4107.6,Central Government,SME
12246,G-Cloud,4,Methods Consulting Ltd,London Borough of Hounslow Council,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,3130.8,Local Government,SME
12247,G-Cloud,4,Methods Consulting Ltd,London Borough of Hounslow Council,2014-05-01,Consultant: 01/11/2013 - 29/11/2013,2721.71,Local Government,SME
12248,G-Cloud,4,Sapient Ltd,Department of Health,2014-05-01,System Architecture,1787.5,Central Government,Large
12249,G-Cloud,4,OBJECTIVE CORPORATION UK LTD,Department of The Environment NI,2014-05-01,system configuration,950,Devolved Administrations,SME
12250,G-Cloud,4,Sapient Ltd,Department of Health,2014-05-01,System Testing,25025,Central Government,Large
12251,G-Cloud,4,Sapient Ltd,Department of Health,2014-05-01,System Testing,4550,Central Government,Large
12252,G-Cloud,4,FLYINGBINARY LTD,Bank of England,2014-05-01,Tableau Data Visualisation,2500,Central Government,SME
12253,G-Cloud,4,FLYINGBINARY LTD,Bank of England,2014-05-01,Tableau Data Visualisation,2500,Central Government,SME
12254,G-Cloud,4,FLYINGBINARY LTD,Bank of England,2014-05-01,Tableau Data Visualisation,2500,Central Government,SME
12255,G-Cloud,4,Scom Group,Navy Command,2014-05-01,Tech Support JCDX,11409.2,Central Government,Large
12256,G-Cloud,4,Scom Group,Navy Command,2014-05-01,Tech Support MC&D,7896,Central Government,Large
12257,G-Cloud,4,Evolve Business Consultancy Ltd,Navy Command,2014-05-01,Technical and Programme Management,6200,Central Government,SME
12258,G-Cloud,4,Evolve Business Consultancy Ltd,Navy Command,2014-05-01,Technical and Programme Management,4960,Central Government,SME
12259,G-Cloud,4,Bit Zesty,Cabinet Office,2014-05-01,Technical Architect,2360,Central Government,SME
12260,G-Cloud,4,Bit Zesty,Cabinet Office,2014-05-01,Technical Architect,0,Central Government,SME
12261,G-Cloud,4,Solirius Ltd,Ministry of Justice,2014-05-01,Technical Architecture Support,10650,Central Government,SME
12262,G-Cloud,4,Solirius Ltd,Ministry of Justice,2014-05-01,Technical Architecture Support,7900,Central Government,SME
12263,G-Cloud,4,Solirius Ltd,Ministry of Justice,2014-05-01,Technical Architecture Support,38050,Central Government,SME
12264,G-Cloud,4,Solirius Ltd,Ministry of Justice,2014-05-01,Technical Architecture Support,12150,Central Government,SME
12265,G-Cloud,4,Solirius Ltd,Ministry of Justice,2014-05-01,Technical Architecture Support,22850,Central Government,SME
12266,G-Cloud,4,Solirius Ltd,Ministry of Justice,2014-05-01,Technical Architecture Support,16575,Central Government,SME
12267,G-Cloud,4,Zennor Consulting,Home Office,2014-05-01,Technical Assurance and Architecture,11250,Central Government,SME
12268,G-Cloud,4,Certes Computing Ltd,Home Office,2014-05-01,Technical Assurance Services,1400,Central Government,SME
12269,G-Cloud,4,Certes Computing Ltd,Home Office,2014-05-01,Technical Assurance Services,2800,Central Government,SME
12270,G-Cloud,4,Certes Computing Ltd,Home Office,2014-05-01,Technical Assurance Services,2800,Central Government,SME
12271,G-Cloud,4,Certes Computing Ltd,Home Office,2014-05-01,Technical Assurance Services,13300,Central Government,SME
12272,G-Cloud,4,Certes Computing Ltd,Home Office,2014-05-01,Technical Assurance Services,1400,Central Government,SME
12273,G-Cloud,4,Certes Computing Ltd,Home Office,2014-05-01,Technical Assurance Services,1750,Central Government,SME
12274,G-Cloud,4,Methods Consulting Ltd,Ministry of Justice,2014-05-01,Technical Delivery Assurance HMCTS - Expenses,333.79,Central Government,SME
12275,G-Cloud,4,Methods Consulting Ltd,Ministry of Justice,2014-05-01,Technical Delivery Assurance HMCTS: Invoices rejected by MoJ as part payment made on deliverables were not accepted. Relating to SIN002917 SIN002919 SIN002915 SIN002918),-8962.5,Central Government,SME
12276,G-Cloud,4,Atkins Ltd,Department for Education,2014-05-01,Technical Project Management of ECS Enhancements - 50% of contracted value,71241,Central Government,Large
12277,G-Cloud,4,FDM Group,National Audit Office,2014-05-01,Technical Resource,3780,Central Government,Large
12278,G-Cloud,4,FDM Group,Education Funding Agency,2014-05-01,Technical Resource,4725,Central Government,Large
12279,G-Cloud,4,FDM Group,Education Funding Agency,2014-05-01,Technical Resource,4320,Central Government,Large
12280,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2932.045,Central Government,Large
12281,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2430,Central Government,Large
12282,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,4860,Central Government,Large
12283,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12284,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12285,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12286,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1350,Central Government,Large
12287,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1350,Central Government,Large
12288,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1350,Central Government,Large
12289,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,4054.235,Central Government,Large
12290,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12291,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,59,Central Government,Large
12292,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12293,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2430,Central Government,Large
12294,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,3780,Central Government,Large
12295,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2362.5,Central Government,Large
12296,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2430,Central Government,Large
12297,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12298,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12299,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1080,Central Government,Large
12300,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2160,Central Government,Large
12301,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,945,Central Government,Large
12302,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2430,Central Government,Large
12303,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2700,Central Government,Large
12304,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2700,Central Government,Large
12305,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1350,Central Government,Large
12306,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,1755,Central Government,Large
12307,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2430,Central Government,Large
12308,G-Cloud,4,FDM Group,Home Office,2014-05-01,Test,2430,Central Government,Large
12309,G-Cloud,4,Harvey Nash Plc,Open University,2014-05-01,Test Analyst,6600.06,Education,Large
12310,G-Cloud,4,Methods Consulting Ltd,Office for National Statistics,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,4683.38,Central Government,SME
12311,G-Cloud,4,Methods Consulting Ltd,Office for National Statistics,2014-05-01,Consultant: 01/05/2014 - 31/05/2014,5305.2,Central Government,SME
12312,G-Cloud,4,Methods Consulting Ltd,Office for National Statistics,2014-05-01,Consultant: 21/04/2014 - 30/04/2014,2475.76,Central Government,SME
12313,G-Cloud,4,Methods Consulting Ltd,Maritime and Coastguard Agency,2014-05-01,Consultant: 01/04/2014 - 30/04/2014,8400,Central Government,SME
12314,G-Cloud,4,Computer Task Group UK Limited,ADDENBROOKES CHARITABLE TRUST,2014-05-01,To provide external independent programme assurance to the Board of Directors of CUH NHS FT for the implementation phase of the eHsopitals programme,6666.67,Not for Profit,Large
